,loss,accuracy,val_loss,val_accuracy
0,0.21526682376861572,0.9207792282104492,6.1302900314331055,0.7116883397102356
1,0.18158365786075592,0.9441558718681335,1.799314022064209,0.701298713684082
2,0.10814567655324936,0.9662337899208069,5.447669506072998,0.5727272629737854
3,0.08516526967287064,0.9727272987365723,22.211965560913086,0.3233766257762909
4,0.07660087198019028,0.9748917818069458,25.368019104003906,0.33636364340782166
5,0.057123735547065735,0.9818181991577148,33.049354553222656,0.3246753215789795
6,0.07459285110235214,0.9748917818069458,36.621883392333984,0.30389609932899475
7,0.06896910816431046,0.9753246903419495,39.54905319213867,0.30389609932899475
8,0.08745025843381882,0.9714285731315613,24.108203887939453,0.30389609932899475
9,0.055848270654678345,0.9826839566230774,19.461462020874023,0.30259740352630615
10,0.019940944388508797,0.9935064911842346,17.02895736694336,0.3493506610393524
11,0.024145809933543205,0.993073582649231,13.634435653686523,0.5077922344207764
12,0.04413589462637901,0.9870129823684692,14.782402038574219,0.4194805324077606
13,0.04949420318007469,0.9813852906227112,29.124252319335938,0.31038960814476013
14,0.04198317602276802,0.9883117079734802,12.944031715393066,0.4038960933685303
15,0.050459809601306915,0.983116865158081,14.464176177978516,0.3233766257762909
16,0.02546321600675583,0.9922077655792236,5.981718063354492,0.5376623272895813
17,0.0629088282585144,0.9822511076927185,3.090548515319824,0.6168830990791321
18,0.027823667973279953,0.9913420081138611,1.3803482055664062,0.7779220938682556
19,0.011004156433045864,0.9965367913246155,1.1276394128799438,0.8363636136054993
20,0.006181835662573576,0.9974026083946228,0.5237419009208679,0.918181836605072
